codigo_interno,nome,codigo_barras,preco,estoque,categoria,ativo
4181,"LAPIS OLHO NATURA PRETO","7908016684739",10,0,"mercearia",1
15075,"LAPIS OLHO NATURA PRETO FACES","7908240867922",20,0,"mercearia",1
16603,"LAPIS OLHO NATURA UNA VERMELO","7908371600092",30,0,"mercearia",1
15715,"LAPIS OLHO NZA MARRON IMPORTADO","7908596414634",5.22,0,"mercearia",1
2908,"LAPIS OLHO NZA PTO/MARRON","7899738900217",4.22,0,"mercearia",1
14100,"LAPIS OLHO NZA PTO/MARRON IMPORT","290897",4.22,0,"mercearia",1
17448,"LAPIS OLHO PTO VIVAI IMPORT","7898715810693",5.22,0,"mercearia",1
17449,"LAPIS OLHO PTO/MARR VIVAI IMPORT 2EM1","7898715812260",7.22,0,"mercearia",1
11311,"LAPISEIR COMPACTA 0.7 UND","26899",7.22,0,"mercearia",1
7823,"LAPISEIR COMPACTA 0.7 UND ESCOLAR","1077223",7.22,0,"mercearia",1
13302,"LAPISEIR TRIS 0.7 SLIM ESCOLAR","7897476686875",4.22,0,"mercearia",1
16895,"LAPISEIR TRIS 0.7 SLIM OCEAN ESCOLAR","7908673907356",4,0,"mercearia",1
18422,"LAV ROU URCA 1L VERDE GTEK","7896056405233",8.95,0,"mercearia",1
18418,"LAV ROU URCA 3L COCO GTEK","7896056405608",28,0,"mercearia",1
18419,"LAV ROU URCA 3L LAVANDA GTEK","7896060401757",24.9,0,"mercearia",1
21,"LAVA ARROZ ERCA R167","7898264711670",6.22,0,"mercearia",1
12322,"LAVA ARROZ UNINJET PRETO","7899335410195",8.22,0,"mercearia",1
12321,"LAVA ARROZ UNINJET VERM","7899335410225",7.22,0,"mercearia",1
8207,"LAVA AUT CRAFT 500ML LIMP PROTEGE","7896189225029",8.9,0,"mercearia",1
8214,"LAVA AUT PROAUTO 500ML CARNAUBA AUTOMOTIVO","7896189217109",11.9,0,"mercearia",1
18475,"LAVA AUT PROAUTO 500ML NEUTRO AUTOMOTIVO","7896498524912",14.95,0,"mercearia",1
614,"LAVA AUTOS PROAUTO 500ML NEUTRO DETERG AUTOMOPTIVO","7897520100135",9.5,0,"mercearia",1
612,"LAVA AUTOS V8 500ML DETERG AUTOMOPTIVO","7896183302528",8.63,0,"mercearia",1
16470,"LAVA ROUP LIQ ASSIM 3L MICELAR","7908324405194",33.54,0,"mercearia",1
16564,"LAVA ROUP LIQ BEMTEV 2.7L LAVANDA","7898031174202",17,0,"mercearia",1
19909,"LAVA ROUP LIQ BEMTEVI 1L LAVANDA","7898031174240",12.9,0,"mercearia",1
16566,"LAVA ROUP LIQ BEMTEVI 1LFLORESTA","7898031174585",8.5,0,"mercearia",1
16565,"LAVA ROUP LIQ BEMTEVI 3LFLORESTA","7898031174196",19.5,0,"mercearia",1
17000,"LAVA ROUP LIQ BEMTEVI 5L","7898031174615",35,0,"mercearia",1
12989,"LAVA ROUP LIQ BRILUX 1L TRIPA ACAO","7896013105862",14.22,0,"mercearia",1
18638,"LAVA ROUP LIQ BRILUX 3L LAVANDA","7896013108115",39.9,0,"mercearia",1
4359,"LAVA ROUP LIQ BRINORT 2L CONCENTRADO","7898910758639",14.22,0,"mercearia",1
20031,"LAVA ROUP LIQ COQUEL 3L NATUREZA","7896040709736",19.9,0,"mercearia",1
16230,"LAVA ROUP LIQ EKONOMI 3L FACIL DILUICAO","7899848707485",17,0,"mercearia",1
16879,"LAVA ROUP LIQ OLA COCO 500ML","7891024039847",15.76,0,"mercearia",1
5333,"LAVA ROUP LIQ OMO 3L PURO CUIDADO","7891150044906",38.22,0,"mercearia",1
900,"LAVA ROUP LIQ PLUSH 250ML INTIMAS CALCINHA/CUECAS","7896183306205",7.22,0,"mercearia",1
7150,"LAVA ROUP LIQ SONHO 700ML SCH DUP ACAO","7896013108887",9.83,0,"mercearia",1
13167,"LAVA ROUP LIQ TIXAN 1L MACIEZ YPE ROSEO","7896098900352",18.49,0,"mercearia",1
17786,"LAVA ROUP LIQ TIXAN 900ML SCH DUP ACAO","7896098904053",17,0,"mercearia",1
16229,"LAVA ROUP LIQ UAU 3L ACTIVE","7891242420113",42.22,0,"mercearia",1
14405,"LAVA ROUP LIQ URCA 1L LAVANDA","7896060401740",8.9,0,"mercearia",1
14404,"LAVA ROUP LIQ URCA 1L TRAD","7896056405165",8.9,0,"mercearia",1
7850,"LAVA ROUP LIQ URCA 500ML COCO PT","7896056400740",6.89,0,"mercearia",1
16615,"LAVA ROUP LIQ V MACIA BEBE 1L CLICERINA","7896040709439",19.9,0,"mercearia",1
17047,"LAVA ROUP LIQ V MACIA BEBE 1L TRAD","7896040705332",17.9,0,"mercearia",1
16729,"LAVA ROUP ORIENTAL 1L COCO","7898301964472",9.22,0,"mercearia",1
9473,"LEAVE IN DUBAI 300ML ARGAN","7899933128010",22,0,"mercearia",1
9471,"LEAVE IN DUBAI 300ML BANANA","7899933124302",22,0,"mercearia",1
9472,"LEAVE IN DUBAI 300ML BLINDAGEM","7899933127976",22,0,"mercearia",1
9470,"LEAVE IN DUBAI 300ML CARBONO","7899933127983",22,0,"mercearia",1
17002,"LEITE COC ANA BAIANA 500ML FRASCO PLASTICO","798190083797",4.72,0,"mercearia",1
3224,"LEITE COC B COCO 200ML FRASCO PLASTICO","7898406780755",2.81,0,"mercearia",1
17281,"LEITE COC BOM COCO 500L TRAD","7898406780762",6.5,0,"mercearia",1
18471,"LEITE COC CAMPILAR 500ML PET","7896547900858",10.95,0,"mercearia",1
3000,"LEITE COC CGL 200ML VIDRO","7897211700422",4.41,0,"mercearia",1
13594,"LEITE COC COCO E CIA 200ML TRAD","7898904099700",3.9,0,"mercearia",1
17806,"LEITE COC CONDESA 200ML PET","7898964423620",2.49,0,"mercearia",1
17802,"LEITE COC CONDESSA 500ML PET","7898964423637",4.99,0,"mercearia",1
10770,"LEITE COC COPRA 200ML TRAD","7898905356161",3.89,0,"mercearia",1
14514,"LEITE COC COPRA 500L TRAD","7898905356154",7.5,0,"mercearia",1
4681,"LEITE COC DOVALE 200ML VIDR FRASCO","7898370100023",4.5,0,"mercearia",1
9314,"LEITE COC DOVALE 500ML VD","7896016601835",9.5,0,"mercearia",1
9495,"LEITE COC DOVALE 500ML VD","7898370100061",9.35,0,"mercearia",1
13083,"LEITE COC DOVALE 500ML VD","7898370100047",11.95,0,"mercearia",1
9546,"LEITE COC DOVALE200ML LIGTH VIDR FRASCO","7898370100054",5.22,0,"mercearia",1
9545,"LEITE COC DUCOCO 200ML VIDR FRASCO","7896016601408",4.95,0,"mercearia",1
13821,"LEITE COC E CIA 500ML PET","7898904099717",8.5,0,"mercearia",1
20308,"LEITE COC FR SUL 200ML FRASC","7896369645128",4.7,0,"mercearia",1
502,"LEITE COC FREDAO 200ML FRASCO PLASTICO","7898677310002",2.5,0,"mercearia",1
5953,"LEITE COC FREDAO 500ML PT","7898677310064",4.95,0,"mercearia",1
16259,"LEITE COC INCOCO 500L TRAD","7898605070046",6.49,0,"mercearia",1
19169,"LEITE COC M COCO 200ML TP","7896004401775",5.99,0,"mercearia",1
501,"LEITE COC M COCO 200ML VIDRO","7896004400297",6.75,0,"mercearia",1
11450,"LEITE COC MAIS COC 500ML VIDRO","7896004401140",11.22,0,"mercearia",1
500,"LEITE COC MARIZA 200ML VIDRO","7896369617149",5.5,0,"mercearia",1
499,"LEITE COC MARIZA 500ML VIDRO","7896369618061",10.5,0,"mercearia",1
4153,"LEITE COC MENINA 200ML VIDRO","7896028014494",3.75,0,"mercearia",1
18995,"LEITE COC PAI DEGUA 200ML TRAD","74468444867",2.22,0,"mercearia",1
8203,"LEITE COC PRINCESA 200ML PET","7898604020110",2,0,"mercearia",1
19803,"LEITE COC PRINCESA 200ML PET","7897962901581",2,0,"mercearia",1
7500,"LEITE COC PRINCESA 500ML PET","7898604020127",4.5,0,"mercearia",1
15563,"LEITE COC SHOW 200ML TRAD","7898596080284",3.75,0,"mercearia",1
8563,"LEITE COC SOCOCO 200ML FRASCO PLASTICO","7896004400075",4.99,0,"mercearia",1
9312,"LEITE COC SOCOCO 500ML VD","7896004400082",15.22,0,"mercearia",1
13244,"LEITE COC TAMBAU 200ML VIDR FRASCO","7896945400738",5.99,0,"mercearia",1
3809,"LEITE COCO MENINA 500ML VIDRO","7896028014487",7.75,0,"mercearia",1
5619,"LEITE COCO NORDESTE 200ML VIDRO","7898370100320",2.5,0,"mercearia",1
498,"LEITE COCO NORDESTE 500ML VIDRO","7898370100337",4.5,0,"mercearia",1
2210,"LEITE COLON 100ML F FANTASTICO ROSEO DESODORANTE CORPORAL","7896235353263",7.5,0,"mercearia",1
1335,"LEITE COLON 100ML T AMAR DESODORANTE CORPORAL","7896235353287",7.5,0,"mercearia",1
1334,"LEITE COLON 100ML TQ CARINHO DESODORANTE CORPORAL","7896235353300",7.22,0,"mercearia",1
18730,"LEITE COLON 200ML FANTASIA DESODORANTE CORPORAL","7896235353270",10.9,0,"mercearia",1
15055,"LEITE COLON 200ML ORIG DESODORANTE CORPORAL","7896235353256",10.95,0,"mercearia",1
1333,"LEITE COLONIA 100ML ORIGINAL DESODORANTE CORPORAL","7896235353249",8.22,0,"mercearia",1
4751,"LEITE COND BEMBOM 395G CX ORIG","7898945743815",5.29,0,"mercearia",1
10113,"LEITE COND BETANIA 395G CX ORIG","7898403781298",6.75,0,"mercearia",1
6134,"LEITE COND CAMPONESA 395G CX SEMIDESNATADO","7896259420002",4.25,0,"mercearia",1
7274,"LEITE COND CCGL 395G CX SEMIDESNATADO","7898929966803",7.5,0,"mercearia",1
18993,"LEITE COND DAMARE 395G CX SEMIDESNATADO","7898969803267",6.5,0,"mercearia",1
415,"LEITE COND ITALAC 270G CX SEMIDESNATADO","7898080640529",5.62,0,"mercearia",1
847,"LEITE COND ITALAC 395G CX SEMIDESNATADO","7898080640413",7.67,0,"mercearia",1
8395,"LEITE COND ITAMBE 395G CX ORIG","7896051115014",7.66,0,"mercearia",1
447,"LEITE COND ITAMBE 395G LATA","7896051115038",6.1,0,"mercearia",1
414,"LEITE COND LEITEBOM 395G CX SEMIDESNATADO","7898215155065",7.22,0,"mercearia",1
8335,"LEITE COND MARAJOARA 198G CX SEMIDESNATADO","7896354000048",2.59,0,"mercearia",1
413,"LEITE COND MARAJOARA 395G CX SEMIDESNATADO","7896354100861",6.99,0,"mercearia",1
360,"LEITE COND NESTLE 340G CX SEMIDESNAT MOCA","7891000305553",7.22,0,"mercearia",1
12749,"LEITE COND NESTLE 395G CX SEMIDESNAT MOCA","7891000065440",7.75,0,"mercearia",1
5069,"LEITE COND NESTLE 405G LT INTEGRAL MOCA","7891000100103",11,0,"mercearia",1
5657,"LEITE COND NESTLE 405G LT INTEGRAL MOCA","7891000322789",6.25,0,"mercearia",1
313,"LEITE COND PIRACANJ 270G CX","7898215152019",6.64,0,"mercearia",1
412,"LEITE COND PIRACANJ 395G CX SEMIDESNATADO","7898215152002",8.18,0,"mercearia",1
9622,"LEITE COND PURELAC 395G CX SEMI","7896699300018",5.66,0,"mercearia",1
7144,"LEITE COND TRIAG 395G CX SEMIDESNATADO","7896434921133",6.39,0,"mercearia",1
5398,"LEITE LIQ BETANIA 1LT INTEGRAL","7898403782387",5.95,0,"mercearia",1
8609,"LEITE LIQ ELEGE 1LT DESNATADO","7896079500175",6.99,0,"mercearia",1
4363,"LEITE LIQ ELEGE 1LT INTEGRAL","7896079500151",6.5,0,"mercearia",1
18918,"LEITE LIQ FERM BOB ESPONJA 160G MORANGO","7891097101588",2.6,0,"mercearia",1
9453,"LEITE LIQ ITALAC 1LT DESNATADO","7898080640635",6.99,0,"mercearia",1
1875,"LEITE LIQ ITALAC 1LT INTEGRAL","7898080640611",6.39,0,"mercearia",1
9271,"LEITE LIQ ITALAC 1LT SEMI DES","7898080640628",6.5,0,"mercearia",1
13177,"LEITE LIQ ITAMBE 1LT DESNATADO","7896051111702",7.22,0,"mercearia",1
12314,"LEITE LIQ ITAMBE 1LT INTEGRAL","7896051111016",6.75,0,"mercearia",1
19979,"LEITE LIQ ITAMBE 1LT ZERO LACTOSE","7898080640932",7.9,0,"mercearia",1
15303,"LEITE LIQ JAGUARIBE 1LT DESN","7896775400182",7.22,0,"mercearia",1
15302,"LEITE LIQ JAGUARIBE 1LT INTEGRAL","7896775400052",7.22,0,"mercearia",1
369,"LEITE LIQ L BOM 1LT INTEGRAL","7898215155195",6.99,0,"mercearia",1
9563,"LEITE LIQ LEITE BOM 1LT DESN","7898215155201",6.87,0,"mercearia",1
8521,"LEITE LIQ MOLICO  1LT DESNATADO","7898215157441",6.5,0,"mercearia",1
8075,"LEITE LIQ NATURAL 1LT PURO","1079739",4,0,"mercearia",1
17099,"LEITE LIQ NATVILLE 1LT INTEGRAL","7898387120380",6.75,0,"mercearia",1
1869,"LEITE LIQ NINHO 1LT INTEGRAL","7898215157403",8.44,0,"mercearia",1
6809,"LEITE LIQ NINHO 1LT INTEGRAL","7898215157427",5.25,0,"mercearia",1
9272,"LEITE LIQ PARMALAT 1LT DESNATADO","7896034610031",4.95,0,"mercearia",1
8707,"LEITE LIQ PARMALAT 1LT INTEGRAL","7896034610017",5.5,0,"mercearia",1
367,"LEITE LIQ PIRACA 1LT INTEGRAL","7898215151708",7.67,0,"mercearia",1
7766,"LEITE LIQ PIRACANJ 1LT  SEMI-DESNATADO","7898215151760",7.99,0,"mercearia",1
368,"LEITE LIQ PIRACANJ 1LT DESNATADO","7898215151722",6.99,0,"mercearia",1
5341,"LEITE LIQ TRIANG 1LT INTEGRAL","7896434920549",4.89,0,"mercearia",1
10188,"LEITE LIQ TRIANGULO 1LT DESNATADO","7896434920631",6.95,0,"mercearia",1
14194,"LEITE PO CAMPONESA 1KG SCH INTEGRAL","7896259412571",32.22,0,"mercearia",1
4909,"LEITE PO CAMPONESA 200G DESNATADO","7896259411796",7.9,0,"mercearia",1
15385,"LEITE PO CAMPONESA 200G INTEGRAL","7896259410133",6.75,0,"mercearia",1
2492,"LEITE PO CCGL 1KG SCH INTEGRAL","7898929966216",38,0,"mercearia",1
394,"LEITE PO CCGL 200G SCH DESNATADO","7898929966070",8.18,0,"mercearia",1
393,"LEITE PO CCGL 200G SCH INTEGRAL","7898929966056",7.38,0,"mercearia",1
7223,"LEITE PO CCGL 400G SCH INTEGRAL","7898929966094",14.9,0,"mercearia",1
392,"LEITE PO ELEGE 200G SCH INTEGRAL","7896079500618",6.5,0,"mercearia",1
6452,"LEITE PO ITALAC 1KG SCH INTEGRAL","7898080641267",33.9,0,"mercearia",1
7977,"LEITE PO ITALAC 200G SCH INTEGRAL","7898080640376",6.49,0,"mercearia",1
8041,"LEITE PO ITAMBE 200G SCH DESNAT","7896051131069",8.9,0,"mercearia",1
390,"LEITE PO ITAMBE 200G SCH INTEGRAL","7896051130055",7.65,0,"mercearia",1
17792,"LEITE PO MOLICO 280G FIBRALATA NESTLE","7891000285015",25.22,0,"mercearia",1
445,"LEITE PO MOLICO 280G LATA NESTLE","7891000101506",25.61,0,"mercearia",1
5965,"LEITE PO NINH380G INT LT NESTLE 10GRATIS","7891000340981",18.99,0,"mercearia",1
1249,"LEITE PO NINH400G INT LT NESTLE","7891000140307",17.5,0,"mercearia",1
2980,"LEITE PO NINHO 175G INTEGRAL SACHE NESTLE","7891000259047",7.5,0,"mercearia",1
11049,"LEITE PO NINHO 280G SCH NESTLE INTEGRAL","7891000325773",14.22,0,"mercearia",1
10875,"LEITE PO NINHO 380G COMPOSTO 380G LT","7891000284933",19.99,0,"mercearia",1
12573,"LEITE PO NINHO 380G INT SC","7891000361832",17.22,0,"mercearia",1
19329,"LEITE PO NINHO 380G INTEG INSTANTANEO LATA","7891000393284",21,0,"mercearia",1
4795,"LEITE PO NINHO 380G INTEG LATA NESTLE 100ANOS","7891000325858",22,0,"mercearia",1
444,"LEITE PO NINHO 380G ZERO LACTOSE LATA NESTLE","7891000109908",26,0,"mercearia",1
1971,"LEITE PO NINHO 400G FASE1 LATA NESTLE","7891000001080",14.95,0,"mercearia",1
10097,"LEITE PO NINHO 625G SCH NESTLE INTEGRAL","7891000325810",32.95,0,"mercearia",1
9291,"LEITE PO NINHO 750G SCH NESTLE INTEGRAL","7891000342176",37.9,0,"mercearia",1
5070,"LEITE PO NINHO 750G SCHE NESTLE INTEGRAL","7891000325896",41,0,"mercearia",1
361,"LEITE PO NINHO 800G SCH NESTLE INTEGRAL","7891000070765",32,0,"mercearia",1
15798,"LEITE PO NINHO350G ADULT INT LT NESTLE","7891000397077",23.98,0,"mercearia",1
16552,"LEITE PO PIRAC 300G DESN LATA","7898215157953",18.71,0,"mercearia",1
4476,"LEITE PO PIRACAN 1KG INTEGRAL","7898215152354",39.9,0,"mercearia",1
391,"LEITE PO PIRACAN200G INTEGRAL SCH","7898215152330",7.99,0,"mercearia",1
11424,"LEITE PO PIRACAN200G INTEGRAL SCH","7898215152699",7.9,0,"mercearia",1
1252,"LEITE PO PIRACANJ200G DESNAT SACHE","7898215152477",8.49,0,"mercearia",1
7842,"LEITE PO PIRACANJ200G INSTANTANEO SACHE","7898215152422",6.99,0,"mercearia",1
2093,"LEITE ROSAS 060ML TRAD DESOD CORPORAL","7896806700014",3.5,0,"mercearia",1
2091,"LEITE ROSAS 100ML DESOD CORPORAL","7896806700021",6.22,0,"mercearia",1
2092,"LEITE ROSAS 170ML TRAD DESODORANTE CORPORAL","7896806700038",8.5,0,"mercearia",1
1332,"LEITE ROSAS 310ML DESODORANTE CORPORAL","7896806700045",14.25,0,"mercearia",1
16854,"LEITEIR VIEIRA N16 C/ALC BLACFON DULAR","9073",26.6,0,"mercearia",1
17057,"LEITOR COD BARR C3TECH LB-40","7908639900513",150,0,"mercearia",1
19950,"LEITOR COD BARR ELGIN FLASH 2","7908412514920",192,0,"mercearia",1
9779,"LEMON PIPER DIROCHA 40G SACHE","618341390249",2.5,0,"mercearia",1
19019,"LEMON PIPER JULIANA 40G SACHE","631430361524",3,0,"mercearia",1
18695,"LEMON PIPER MARIZA 50G SACHE","7896369699732",4.22,0,"mercearia",1
11220,"LENCO DESINF YPE 18UN REFIL","7896098908518",13.9,0,"mercearia",1
17331,"LENCO PAP KLEEMEX DUP 10UN L60P50 DESCART","1171662",2,0,"mercearia",1
14650,"LENCO PAP KLEEMEX DUPLOS L60P50 DESCART","7891172172106",6.5,0,"mercearia",1
19308,"LENCO PAP KLEEMEX L4P3","7891172523380",7.5,0,"mercearia",1
867,"LENCO UMED B POPPY 150UND AZUL POTE","7896010100198",8,0,"mercearia",1
868,"LENCO UMED B POPPY 150UND AZUL POTE ELEFANTE","7896010100174",9.91,0,"mercearia",1
865,"LENCO UMED B POPPY 75UND AZUL POTE","7896010100167",4.8,0,"mercearia",1
866,"LENCO UMED B POPPY 75UND ROSEO POTE","7896010101201",4.8,0,"mercearia",1
20077,"LENCO UMED BABE NATUREZA 50UN SC","7908082302872",11,0,"mercearia",1
12303,"LENCO UMED BABY POPPY C/50UN","7896010175783",9.99,0,"mercearia",1
11160,"LENCO UMED BEBE LOVE 40UND S/ALCOOL","7898633380575",5.22,0,"mercearia",1
16731,"LENCO UMED C BABY 450UN AZUL POTE","7898916237169",29.67,0,"mercearia",1
16732,"LENCO UMED C BABY 450UN ROSEO POTE","7898916237176",29.99,0,"mercearia",1
869,"LENCO UMED C BABY 70UND AZUL","7896227660034",4.95,0,"mercearia",1
19858,"LENCO UMED C OFF 400UND POTE AZUL","7898067951020",32,0,"mercearia",1
19859,"LENCO UMED C OFF 400UND POTE ROSA","7898067951198",32,0,"mercearia",1
9325,"LENCO UMED C OFF 75UN POTE","7898067950078",8.53,0,"mercearia",1
8304,"LENCO UMED C OFF 75UN POTE ROSA","7898067950085",9.5,0,"mercearia",1
907,"LENCO UMED C OFF 75UND REFIL","7898067950023",4,0,"mercearia",1
8050,"LENCO UMED COCORICO C50 UN TOLHAS","7898370422781",4.95,0,"mercearia",1
13790,"LENCO UMED COTONDELA 50UND REFIL","7898916237282",7.5,0,"mercearia",1
8168,"LENCO UMED COTTON 70UND REFIL","7898095296704",3.25,0,"mercearia",1
17962,"LENCO UMED COTTONBABY L100P90 HID INTENSA","7896227672112",16.5,0,"mercearia",1
12933,"LENCO UMED CREME 48UND CHEI ENCANTADO","7898133019586",9.9,0,"mercearia",1
8170,"LENCO UMED GRANADO 50UND REFIL","7896512921369",12,0,"mercearia",1
9756,"LENCO UMED GRANADO 50UND REFIL","7896512927606",12.6,0,"mercearia",1
19417,"LENCO UMED HIPOPO  50UN SC","7898931019337",9.9,0,"mercearia",1
14346,"LENCO UMED HUGGIES 32UND REFIL","7896018704824",7.95,0,"mercearia",1
17527,"LENCO UMED HUGGIES 48UND REFIL","7896018703636",16.57,0,"mercearia",1
15345,"LENCO UMED HUGGIES 88UND TRAD","7896018704848",14.88,0,"mercearia",1
17372,"LENCO UMED ISABABY  C/50UN TRAD","7898966448706",6.95,0,"mercearia",1
9765,"LENCO UMED M POKO 50UN REFIL","7898656391046",10.22,0,"mercearia",1
908,"LENCO UMED MILI 70UND REFIL","7896104997642",4.5,0,"mercearia",1
10771,"LENCO UMED PAMPERS 48UND BEBY SPLASH","7500435158077",11.5,0,"mercearia",1
12932,"LENCO UMED PAMPERS 48UND LAVANDA","7500435148436",12.95,0,"mercearia",1
9076,"LENCO UMED PIQUI TUCHO 120UND","7898936110404",13.9,0,"mercearia",1
18896,"LENCO UMED PLENITUD ADULTO 42UN","7896018703551",15,0,"mercearia",1
6444,"LENCO UMED WIPES C48 UN TOLHAS","7896018704039",12.9,0,"mercearia",1
17132,"LENCOL ALG CASAL 1,38MX1,88M","1169676",122,0,"mercearia",1
16677,"LIGA BAGAG MOTO/ELAST 1,2M BIKE CHINA","934",3.22,0,"mercearia",1
10072,"LIGA CAB ELAST HM 20COLOR SORTIDO CHINA","7898684170217",4,0,"mercearia",1
18440,"LIGA CAB ELAST WINMAX 1227  20COLOR SORTIDO CHINA","2273",2.22,0,"mercearia",1
18530,"LIGA CAB ELAST WINMAX 1227  20COLOR SORTIDO CHINA","7892024412272",2.5,0,"mercearia",1
14765,"LIGA CAB KIT SILIC COLOR ENCARTELADO","2189",6,0,"mercearia",1
5963,"LIGA CAB KIT TRANSPARENTE ENCARTELADO","1058840",2.22,0,"mercearia",1
12950,"LIGA CAB PAC LIGUINHA COLORIDA","4512",4,0,"mercearia",1
12952,"LIGA CAB PAC LIGUINHA COLORIDA","3565",7,0,"mercearia",1
12953,"LIGA CAB PAC LIGUINHA COLORIDA","3174",6,0,"mercearia",1
10213,"LIGA CAB PAC LIGUINHA COLORIDO","8895152",1.22,0,"mercearia",1
12701,"LIGA CAB PAC LIGUINHA PTO","548019",5,0,"mercearia",1
2902,"LIGA CAB PULSEIR ELAST COLOR SORTIDO CHINA","202530",5.22,0,"mercearia",1
2661,"LIGA ELAST FINO 60U MAMUTH","7898094380046",2,0,"mercearia",1
6531,"LIGA ELAST MAMUTH 120UN PACOTE","7898094380039",4.22,0,"mercearia",1
2663,"LIGA ELAST MAMUTH 30U CX","7898094380060",3.22,0,"mercearia",1
18848,"LIGA ELAST PREMIER 50G PACOTE","7898964789092",4.22,0,"mercearia",1
12570,"LIGA ELAST RICCA 100UN PACOTE","7897517933418",3.25,0,"mercearia",1
16678,"LIGA MOTO/ELAST 1,5M BIKECHINA","1165135",3.22,0,"mercearia",1
14312,"LIGA REDE MOTO CAPAC NZA ELAST CHINA","7908596404260",14.22,0,"mercearia",1
4649,"LIGA SORO FINA MT BALAD TUBO LATEX UMUARAMA","1097",6.22,0,"mercearia",1
4697,"LIGA SORO GROSS MT BALADTUBO LATEX UMUARAMA","100659",6.22,0,"mercearia",1
14908,"LIGA SORO MED 201 MT BALADEIR TUBO LATEX UMUARAMA","160474",6.22,0,"mercearia",1
4648,"LIGA SORO MED MT BALADEIR TUBO LATEX UMUARAMA","1096",6.22,0,"mercearia",1
18831,"LIMP ALUM BRANMIX 500ML TRAD","7893095572865",2.22,0,"mercearia",1
17634,"LIMP ALUM BRINORT 500ML PET","7898910758523",2.75,0,"mercearia",1
342,"LIMP ALUM DA CASA 500ML","7898928578090",2.81,0,"mercearia",1
7849,"LIMP ALUM DIABO VERDE 500ML TRAD","7896495000303",4.95,0,"mercearia",1
5874,"LIMP ALUM DULAGO 500ML","7898910431129",2.5,0,"mercearia",1
9587,"LIMP ALUM DUREI 500ML","7898962669389",2,0,"mercearia",1
3309,"LIMP ALUM ECONOMICO 500ML","7897312400504",3,0,"mercearia",1
343,"LIMP ALUM NUTRILAR 500ML","7893515615059",2.25,0,"mercearia",1
16739,"LIMP ALUM ORIENTAL 500ML","7898301961082",2.46,0,"mercearia",1
6464,"LIMP ALUM ZUPP 500ML TRAD","7896360407305",5.22,0,"mercearia",1
16162,"LIMP AZULIM 140ML CONC CITRONELA","7897534857469",9.1,0,"mercearia",1
17208,"LIMP AZULIM 140ML CONC FLORAL","7897534857421",9.9,0,"mercearia",1
18804,"LIMP AZULIM 1L PERFUMADO CARINHO","7897534815216",9.99,0,"mercearia",1
16856,"LIMP AZULIM 500ML BACTERICIDA START","7897534831605",6.22,0,"mercearia",1
18955,"LIMP AZULIM 500ML M USO LIMAO START","7897534800199",6.22,0,"mercearia",1
16855,"LIMP AZULIM 500ML M USO ORIG START","7897534800212",6.22,0,"mercearia",1
16865,"LIMP AZULIM 500ML PERF","7897534830929",6.95,0,"mercearia",1
16857,"LIMP AZULIM 500ML TIRA LIMO/LODO START","7897534821514",6.22,0,"mercearia",1
14815,"LIMP AZULIM 750ML PORCELANA","7897534812604",19.07,0,"mercearia",1
14949,"LIMP BLINDEX UAU BOX 200ML MULTI USO","7891242778092",14.5,0,"mercearia",1
9049,"LIMP BRILUX M USO 500ML AZUL","7896013102878",5.45,0,"mercearia",1
9051,"LIMP BRILUX M USO 500ML BCO","7896013108849",4.63,0,"mercearia",1
9052,"LIMP BRILUX M USO 500ML LARANJA","7896013103318",4.63,0,"mercearia",1
9054,"LIMP BRILUX M USO 500ML LIMAO VERDE","7896013102885",4.63,0,"mercearia",1
9050,"LIMP BRILUX M USO 500ML ROSA TERNURA","7896013103370",4.63,0,"mercearia",1
4638,"LIMP C PERF 1L AZUL AGRADABLE","7896040703727",11.5,0,"mercearia",1
16613,"LIMP C PERF 1L INTUIZIONE NEW","7896040705967",9.5,0,"mercearia",1
7240,"LIMP C PERF 1L LAR AMABLE","7896040701402",8.5,0,"mercearia",1
4210,"LIMP C PERF 1L VERD BELA FLORE","7896040703734",11.22,0,"mercearia",1
2270,"LIMP C PERF 500ML AGRADOBLE","7896040704625",5.59,0,"mercearia",1
2346,"LIMP C PERF 500ML B FLORES VERDE","7896040704632",5.59,0,"mercearia",1
2347,"LIMP C PERF 500ML SENSUALIDAD LILAS","7896040704618",6.22,0,"mercearia",1
5206,"LIMP CASA CUIDADO 500ML BRISA SERENA","7896040707978",5.22,0,"mercearia",1
5205,"LIMP CASA CUIDADO 500ML ESCUDO FLORAL","7896040707985",6.9,0,"mercearia",1
5207,"LIMP CASA CUIDADO 500ML PERFEITA PROTECAO","7896040707992",5.22,0,"mercearia",1
4209,"LIMP CASA PERF 1L AZUL AGRADABLE AZUL","7896040103121",8.5,0,"mercearia",1
5203,"LIMP CASA PERF 1L LILAS SENSUALIDADE","7896040703710",10.22,0,"mercearia",1
5204,"LIMP CASA PERF 1L VERMELHO MISTERO DI AMORE","7896040706254",11.22,0,"mercearia",1
7016,"LIMP CASA PERF 1L/900 AZUL AGRADABLE","7896040706278",7.5,0,"mercearia",1
7017,"LIMP CASA PERF 1L/900 LILA SENSUALIDADE","7896040706292",7.5,0,"mercearia",1
7019,"LIMP CASA PERF 1L/900 VERD BELA FLORE","7896040706285",7.5,0,"mercearia",1
