codigo_interno,nome,codigo_barras,preco,estoque,categoria,ativo
10289,"BATATA OND CRONY 35G ORIGINAL","7896245709784",3.22,0,"mercearia",1
2225,"BATATA OND CRONY 45G ORIGINAL","7896245709050",3.22,0,"mercearia",1
5274,"BATATA OND D KUKA 40G ORIG","7895520871994",3.22,0,"mercearia",1
13271,"BATATA OND FARIAS 30G CEB/SALSA","7898912981080",3.5,0,"mercearia",1
15408,"BATATA OND FARIAS 30G LISA","7898912981394",3.25,0,"mercearia",1
10070,"BATATA OND FARIAS 30G NATURAL","7898912981042",3.25,0,"mercearia",1
10606,"BATATA OND KARITOS 40G TAD","7898133400100",3.22,0,"mercearia",1
14782,"BATATA OND LAYS 40G SENSAC FGO GRELH","7892840820183",8.22,0,"mercearia",1
14329,"BATATA OND LAYS 40G SENSACOES 40G PEITO PERU","7892840820244",7.22,0,"mercearia",1
14330,"BATATA OND LAYS 45G SENSACOES 45G CLASSICA","7892840817947",8.22,0,"mercearia",1
19197,"BATATA OND LOBITS 40G C/ TOQUE SAL","7896499903280",3.99,0,"mercearia",1
19338,"BATATA OND LOBITS 40G CHURRASCO","7896499903266",3.22,0,"mercearia",1
19963,"BATATA OND LOBITS 40G LISA SOUR CREAN","7896499903389",4.9,0,"mercearia",1
1974,"BATATA OND LOBITS 40G ORIGINAL","7898937826403",3.22,0,"mercearia",1
18445,"BATATA OND MARIZA 30G BREAKS NATURAL","7896369699633",2.99,0,"mercearia",1
2501,"BATATA OND MARIZA 45G BREAKS NATURAL","7896369614186",3.74,0,"mercearia",1
6790,"BATATA OND MARIZA 45G CHURR BREAKS","7896369614193",3.22,0,"mercearia",1
15219,"BATATA OND MARIZA 45G NATURAL BREAKS","7896369613929",3.95,0,"mercearia",1
3320,"BATATA OND POTATO 160G CHIPS 160G BARBECUE","6970990211264",9.99,0,"mercearia",1
18889,"BATATA OND PRINGLES 100G PIMENA/BIQUINHO","7896004011448",9.99,0,"mercearia",1
14202,"BATATA OND PRINGLES 104G ORIG","7896004006277",11.72,0,"mercearia",1
13523,"BATATA OND PRINGLES 114G CHURRASCO","7896004006406",11.75,0,"mercearia",1
17175,"BATATA OND PRINGLES 114G CREME E CEBOLA","7896004006239",11.72,0,"mercearia",1
6797,"BATATA OND PRINGLES 114G ORIG","7896004006482",12.5,0,"mercearia",1
17808,"BATATA OND PRINGLES 114G QUEIJO","7896004006284",12.5,0,"mercearia",1
19454,"BATATA OND PRINGLES 134G ORIG","7896004010298",12.79,0,"mercearia",1
18977,"BATATA OND PRINGLES 322G KIT3POTE  SORT","7896004011202",35.15,0,"mercearia",1
17176,"BATATA OND PRINGLES 35G ORIGINAL","7896004010076",6.25,0,"mercearia",1
9244,"BATATA OND PRINGLES 41G ORIG","7896004006505",6,0,"mercearia",1
16078,"BATATA OND REFINATA 40G PICAN/ALHO","7896245710131",4.5,0,"mercearia",1
17542,"BATATA OND REFINATA 45G CLASSICA","7896245710377",2.99,0,"mercearia",1
11922,"BATATA OND REFINATA 45G COSTELINHA","7896245709166",4.22,0,"mercearia",1
8022,"BATATA OND REFINATA 45G FRANGO","7896245709173",3.85,0,"mercearia",1
10678,"BATATA OND REFINATA 45G PICANHA","7896245709180",4.22,0,"mercearia",1
17809,"BATATA OND RINGLES 114G CHEDDAR E BACON","7896004008998",12.5,0,"mercearia",1
17636,"BATATA OND RUFFLES 100G ORIGINAL","7892840822040",12,0,"mercearia",1
15111,"BATATA OND RUFFLES 33G CEBOLA/SALSA","7892840822958",7.5,0,"mercearia",1
15110,"BATATA OND RUFFLES 33G CHURRASCO","7892840822965",7.5,0,"mercearia",1
14783,"BATATA OND RUFFLES 33G ORIGINAL","7892840822972",7.5,0,"mercearia",1
14327,"BATATA OND RUFFLES 40G CEBOLA/SALSA","7892840820107",6.5,0,"mercearia",1
14328,"BATATA OND RUFFLES 40G CHURRASCO","7892840820114",6.5,0,"mercearia",1
11138,"BATATA OND RUFFLES 40G ORIGINAL","7892840820121",6.22,0,"mercearia",1
14741,"BATATA OND RUPPERS 40G TRAD","7898952172011",3.5,0,"mercearia",1
796,"BATATA OND SPEED 45G CEBOLA SALSA","7898912981202",3.22,0,"mercearia",1
795,"BATATA OND SPEED 45G CHURRASCO","7898912981219",2.22,0,"mercearia",1
794,"BATATA OND SPEED 45G ORIGINAL","7898912981226",3.22,0,"mercearia",1
8123,"BATATA OND TATAS 20G CHURR D CUKA","7898926191352",2.22,0,"mercearia",1
5275,"BATATA OND TATAS 20G ORIG S JOAO D CUKA","7898926191383",2.22,0,"mercearia",1
18342,"BATATA PALH CHEESY 50G TRAD","7898353771776",3.25,0,"mercearia",1
5359,"BATATA PALH E CHIPS 70G TRAD","7892840814830",4.28,0,"mercearia",1
10927,"BATATA PALH ELMA CHISP 100G TRAD","7892840820381",8.22,0,"mercearia",1
3619,"BATATA PALH K KARI 150G SPECIAL","7898133401503",4.99,0,"mercearia",1
11521,"BATATA PALH KARI 80G TRAD","7898133401701",4.75,0,"mercearia",1
12438,"BATATA PALH KARIS 70G TRAD","7898966834004",4.22,0,"mercearia",1
5487,"BATATA PALH MARIZA 150G TRAD","7896369614223",7.75,0,"mercearia",1
190,"BATATA PALH MARIZA 75G TRAD","7896369613967",5.49,0,"mercearia",1
14727,"BATATA PALH MEGA BATATAS 100G TRAD","7898551270927",6.22,0,"mercearia",1
9308,"BATATA PALH MR.COOK 80G PREMIUM","7898036339385",2.59,0,"mercearia",1
14740,"BATATA PALH RUPPERS 60G TRAD","7898952172684",3.75,0,"mercearia",1
16079,"BATATA PALH SLIGHT 060G TRAD","7896245707124",5.9,0,"mercearia",1
9228,"BATATA PALH SLIGHT 100G TRAD","7896245709265",3.89,0,"mercearia",1
11520,"BATATA PALH SLIGHT 110G TRAD","7896245709258",7.5,0,"mercearia",1
191,"BATATA PALH SLIGHT 70G TRAD","7896245703843",5.5,0,"mercearia",1
17820,"BATATA PALH SNACK SHOW 60G TRAD","7898353771653",3.75,0,"mercearia",1
13831,"BATATA PALH SULPER 60G TRAD","7896245707209",4.5,0,"mercearia",1
2939,"BATATA PALH SULPER 70G TRAD","7896245703935",3.47,0,"mercearia",1
6635,"BATATA PALH TATAS 70G TRAD","7898018681464",4.22,0,"mercearia",1
2930,"BATATA PALH VITA 140G TRAD CROCRANTE","7898931140543",5.22,0,"mercearia",1
13082,"BATATA PALH YOKI 100G EX FINA","7891095031122",4.99,0,"mercearia",1
11881,"BATATA PALH YOKI 105G TRAD","7891095031115",7.5,0,"mercearia",1
17055,"BATATA PALIT SADIA 2KG CONG PRE-FRITA","7891515547554",33,0,"mercearia",1
8726,"BATED OVO COOK INOX UN","7899653781434",12.22,0,"mercearia",1
14898,"BATED OVO MDL INOX UN","7908262905640",8.22,0,"mercearia",1
14897,"BATED OVO MDL UN INOX CB PLAST","7908262903523",5.22,0,"mercearia",1
8730,"BATED OVO ORIGINAL SILICONE UN","7899751108959",10.22,0,"mercearia",1
6678,"BATED OVO WELLMIX UND C/MADEIRA","7899527162741",12.22,0,"mercearia",1
2775,"BATER COAL 9V 6F22 IMPORTADA","100044",5,0,"mercearia",1
3102,"BATER DURACEL 9V 6F22 IMPORTADA","41333001043",22,0,"mercearia",1
4284,"BATER DURACELL 2032 LITIO","41333030111",12.5,0,"mercearia",1
12247,"BATER ELGIN 3V CR2032","7897013553455",4.22,0,"mercearia",1
10301,"BATER ELGIN 9V 6F22 GTECLADO","7897013568909",10.22,0,"mercearia",1
10300,"BATER ELGIN BOTAO 1.5V 2U LR41 LAISER PISCA BIKE","7897013556968",4.22,0,"mercearia",1
15786,"BATER ELGIN BOTAO 1.5V UND LR41 LAISER PISCA BIKE","556968",2.22,0,"mercearia",1
10299,"BATER ELGIN BOTAO 15V LR54 LAISER CONTROLE","7897013553516",2.22,0,"mercearia",1
1938,"BATER ELGIN CONTROLE","119135",0,0,"mercearia",1
17609,"BATER FOXLUX 9V ALCALINA","7898586133778",22,0,"mercearia",1
17864,"BATER H VOLTAGE 12V 27A IMPORT","1176995",10,0,"mercearia",1
11756,"BATER KNUP 9V RECARRG KP BT","7898594122436",28,0,"mercearia",1
19125,"BATER LEMOX 12V 23A IMPORT","6920231010026",9.22,0,"mercearia",1
19126,"BATER LITHIUM 3V CR2032","2492",5.22,0,"mercearia",1
1936,"BATER LITHIUM CR2025 3V CONTROLE","7896644586016",5,0,"mercearia",1
1934,"BATER MAXPING CR2032 CONTROLE","7895147846078",6.22,0,"mercearia",1
12982,"BATER OUROLUX 9V ALCALINA ENCARTELADA","7898324009280",12.22,0,"mercearia",1
16393,"BATER PANAS PR230 AP AUD 1.4V 6U BOTAO","7896067200292",38,0,"mercearia",1
16394,"BATER PANAS PR230 UN AUD AP 1.4V BOTAO","200292",9.22,0,"mercearia",1
16395,"BATER PANAS PR312 AP AUD 1.4V 6U BOTAO","7896067200285",38,0,"mercearia",1
16396,"BATER PANAS PR312 UN AUD AP 1.4V 6U BOTAO","200285",9.22,0,"mercearia",1
12425,"BATER RAYOV 9V UND ALCAL SOLTA","762208",22,0,"mercearia",1
5704,"BATER RAYOV 9V UND COMUN SOLTA","1056297",17,0,"mercearia",1
14827,"BATER RAYOV CR2016 2UN LITHIUM ENERGIZER","39800066091",38,0,"mercearia",1
15787,"BATER RAYOV CR2016 LITHIUM CONTROLE","7893094031555",17,0,"mercearia",1
17071,"BATER RAYOV CR2016 UN LITHIUM ENERGIZER","6609",22,0,"mercearia",1
14828,"BATER RAYOV CR2016 UND LITHIUM ENERGIZER","66091",22,0,"mercearia",1
1935,"BATER RAYOV CR2032 3V CONTROLE","783094031517",10.22,0,"mercearia",1
1937,"BATER RAYOV CR2032 3V CONTROLE","203220",9.22,0,"mercearia",1
2698,"BATER RAYOV CR2032 3V CONTROLE","909580",10.22,0,"mercearia",1
10577,"BATER RAYOV CR2032 LITHUM UN","783094031456",12.22,0,"mercearia",1
14825,"BATER RAYOV LR44 ALC 2UN 1,5V A76","7896009756689",28,0,"mercearia",1
14826,"BATER RAYOV LR44 ALC UND 1,5V A76","756689",17,0,"mercearia",1
5703,"BATER RAYOVAC 9V 2UND ALCAL","7896009762208",38,0,"mercearia",1
9796,"BATER RAYOVAC 9V UND ALCAL","7596009725011",25,0,"mercearia",1
10168,"BATER RAYOVAC 9V UND ALCAL","7896009725012",28,0,"mercearia",1
1933,"BATER RAYOVAC CR2016 CONTROLE","783094031555",17,0,"mercearia",1
10576,"BATER RAYOVAC CR2025 LITHUM UN","783094031470",12.22,0,"mercearia",1
18084,"BATON AVON COLOR UN","7909189239306",15,0,"mercearia",1
4983,"BATON NATURA 3G COK NUDE FACES","7899846070369",10,0,"mercearia",1
4982,"BATON NATURA 3G CORAL808 AQUARELA","7898616448063",20,0,"mercearia",1
15099,"BATON NATURA 3G FACES","7909883013349",15,0,"mercearia",1
18908,"BATON NATURA 3G FACES PINK","7908240867380",15,0,"mercearia",1
4980,"BATON NATURA 3G PINK 320 AQUARELA","7898616448070",20,0,"mercearia",1
4985,"BATON NATURA 3G ROSA CRUSH FACES","7908132216937",10,0,"mercearia",1
14667,"BATON NATURA 3G UNA VERMELHO","7908371650868",40,0,"mercearia",1
4984,"BATON NATURA 3G VERM SPICY FACES","7908132216982",10,0,"mercearia",1
4981,"BATON NATURA 3G VINHO 532 AQUARELA","7898616448094",20,0,"mercearia",1
10469,"BATON O BOTICARIO 12G LAPIS BATON PAPRICA","7891033766000",15,0,"mercearia",1
10470,"BATON O BOTICARIO 12G LAPIS BATON VERMELHO","7891033765997",15,0,"mercearia",1
10817,"BATON O BOTICARIO 38G 7BELO","7891033526154",45,0,"mercearia",1
10146,"BATON O BOTICARIO 38G INTENSE","7891033765843",25,0,"mercearia",1
10147,"BATON O BOTICARIO 38G INTENSE","7891033833108",25,0,"mercearia",1
10816,"BATON O BOTICARIO 38G INTENSE TINT","7891033769506",40,0,"mercearia",1
13270,"BATON SOFTMATTE 3G LIQ LONG","852186",10,0,"mercearia",1
7358,"BEB LACT ALPINO 280ML CHOC LEITE","7891000067048",3.75,0,"mercearia",1
7357,"BEB LACT NESTON 280ML MAC/BAN/MAMAO","7891000090732",3.25,0,"mercearia",1
19406,"BEB LACT NUTREN 260ML ZERO LACTOSE","7891000405222",5.73,0,"mercearia",1
14358,"BEB LIQ ITALAC  200ML MORANGO","7898080642844",2,0,"mercearia",1
8936,"BEBED PASSARO CRISTINO MEDIO","1088304",5.22,0,"mercearia",1
9406,"BICARB 100NATURAL30G SACHE","7898999999589",3.22,0,"mercearia",1
14418,"BICARB CAMPILAR 30G SH","7896547900018",3,0,"mercearia",1
8262,"BICARB DI ROCHA 30G SACHE","618231877416",1.22,0,"mercearia",1
10018,"BICARB DIROCHA 140G POTE","618341390423",4.22,0,"mercearia",1
8460,"BICARB FARMAX 100G POTE","7896902206380",6.75,0,"mercearia",1
13987,"BICARB GILDA 100G SACHE","7897070221724",4,0,"mercearia",1
13986,"BICARB GILDA 30G SACHE","7897070221595",2.5,0,"mercearia",1
5707,"BICARB IMPERIAL 30G SACHE","7898389924061",1.5,0,"mercearia",1
6871,"BICARB JL 120G POTE","9780201379884",3.75,0,"mercearia",1
4264,"BICARB JULIANA 10G SACHE","1042009",2.22,0,"mercearia",1
13298,"BICARB JULIANA 10G SACHE","619205349885",1.5,0,"mercearia",1
8761,"BICARB KITANO 30G SACHE","7891095154258",3,0,"mercearia",1
8052,"BICARB KODILAR 60G SACHE","7896256080872",2.5,0,"mercearia",1
14477,"BICARB MARATA 30G SACHE","7898286201050",1.5,0,"mercearia",1
7447,"BICARB MARIZA 70G SODIO SC","7896369610195",2,0,"mercearia",1
14451,"BICARB REI DO MEL 40G SACHE","7893008930027",2.5,0,"mercearia",1
4764,"BICARB TEMPERA 100G POTE","736532328663",3.42,0,"mercearia",1
8752,"BICARB TEMPERA 100G POTE","7898389990776",4,0,"mercearia",1
2157,"BICARB TEMPERA 30G SACHE","736532328670",1.5,0,"mercearia",1
8753,"BICARB TEMPERA 30G SACHE NOVO","7898389990226",1.5,0,"mercearia",1
8461,"BICARB UNIPHAR 100G CX","7898031310303",4.5,0,"mercearia",1
11082,"BICO MAMAD N BABY SILICONE","7887119871706",2.22,0,"mercearia",1
645,"BICO MAMADEIRA MAMITA SILICONE","7898179465125",3,0,"mercearia",1
8001,"BICO PATO/ CABELO PLASTICO SORTIDO 2UND","122812",6,0,"mercearia",1
19898,"BIFINHO KELDOG 60G SC CARN/LEITE ADULT CARN MOLHO","7896273809456",5.5,0,"mercearia",1
19900,"BIFINHO KELDOG 60G SC CHURR ADULT CARN MOLHO","7896273809418",5.5,0,"mercearia",1
19897,"BIFINHO KELDOG 60G SC FGO GRELHADO ADULT CARN MOLHO","7896273809357",5.5,0,"mercearia",1
19899,"BIFINHO KELDOG 60G SC MIX CEREAIS ADULT CARN MOLHO","7896273809364",5.5,0,"mercearia",1
4862,"BIGBIG 350G CX HORTELA 100UND","7891118013692",8.26,0,"mercearia",1
11567,"BIGBIG 350G CX HORTELA 100UND","7891118025923",10,0,"mercearia",1
6979,"BIGBIG 350G CX T FRUT100UND","7891118015030",8.22,0,"mercearia",1
6980,"BIGBIG 350G CX T FRUT100UND","7891118013685",8.44,0,"mercearia",1
5339,"BIKE BOMB OFIC YAMADA GDE","6970284411844",30.22,0,"mercearia",1
12916,"BIKE BOMBA CHINA UN GRANDE","7898512436768",25,0,"mercearia",1
12065,"BIKE BOMBA FERTAK 30CM OFICINA PEQ","736532120380",17,0,"mercearia",1
9215,"BIKE BOMBA FERTAK GDE OFICINA","7899095409224",22,0,"mercearia",1
8567,"BIKE BOMBA OFIC BUSTER PUMP MEDIA UN","6930290900329",20,0,"mercearia",1
12981,"BIKE BOMBA OFIC FERTAK30CM  PEQ","7908642008473",17,0,"mercearia",1
6735,"BIKE BOMBA OFIC YAMADA PEQ","6970284411943",17,0,"mercearia",1
9295,"BIKE BOMBA OFIC YAMADA30CM  PEQ","6970284411813",20,0,"mercearia",1
2777,"BIKE BOMBA OFICINA WG PEQ","7898540624366",22,0,"mercearia",1
3936,"BIKE BOMBA OFICINA WG PEQ","7898540624359",22,0,"mercearia",1
2778,"BIKE BOMBA OFICINA YAMADA GDE","103452",26,0,"mercearia",1
12873,"BIKE CABO FREIO DIANT ACO","1127362",1.22,0,"mercearia",1
12874,"BIKE CABO FREIO TRAZ ACO","1127379",1.22,0,"mercearia",1
11173,"BIKE CADEAD ABSOLUTE CHIN CHV CURV GROSSO","6923656515671",22,0,"mercearia",1
8538,"BIKE CADEAD BRASFORT 8X60CM 2CHAVE","7898464732703",22,0,"mercearia",1
17151,"BIKE CADEAD SQ 65X10MM 2CHAVE PRETO","7899441513568",20,0,"mercearia",1
17150,"BIKE CADEAD SQ 675X10MM 2CHAVE VERDE","7899441524847",22,0,"mercearia",1
12064,"BIKE CADEADO 120CM 2CHV FINO CHINA","736532121219",27.22,0,"mercearia",1
4811,"BIKE CADEADO CHINE CHV CURV GROSSO","1047455",30,0,"mercearia",1
3971,"BIKE CADEADO COBRA GROSSO","100692",16,0,"mercearia",1
14310,"BIKE CADEADO NZA AZUL C/2CHV START CHINE CHV CURV","7908596404208",22,0,"mercearia",1
14311,"BIKE CADEADO NZA R307 C/2CHV START CHINE CHV CURV","7908348204773",22,0,"mercearia",1
14309,"BIKE CADEADO PRO 65CM START CHINE CHV CURV","7908348204759",17,0,"mercearia",1
12287,"BIKE CADEADO YAMADA CHAIN","6970284413589",26.22,0,"mercearia",1
4096,"BIKE CADEIRA P/ CRIANCA AZUL","1040364",40,0,"mercearia",1
10107,"BIKE CAMARA AR 20 KENDA DIANT CARGUEIRA","4717294988506",15.22,0,"mercearia",1
12513,"BIKE CAMARA AR 20 LEVORIN DIANT CARGUEIRA","7895616226066",15.22,0,"mercearia",1
2020,"BIKE CAMARA AR 24 PREMIUM TOP","7898906944084",13.5,0,"mercearia",1
10379,"BIKE CAMARA AR 26 KENDA","4717294988636",15.22,0,"mercearia",1
5337,"BIKE CAMARA AR 26 LEVORIN","7895616221108",16.22,0,"mercearia",1
10378,"BIKE CAMARA AR 26 PIRELLI","8019227210712",17.22,0,"mercearia",1
11995,"BIKE CANOTE SELIN MONARK SELA","1118629",9.22,0,"mercearia",1
3968,"BIKE CATACRA 18DT FREEWHEEL DIAMOND","6970406650069",10,0,"mercearia",1
3967,"BIKE CATACRA 20DT SANJIAN","50054",10,0,"mercearia",1
10109,"BIKE CORR OXXENT 1/2X1/8 114L","6970913522002",22,0,"mercearia",1
16618,"BIKE DESCANSO LAT A26 ZINC 350MM","7898490120741",17,0,"mercearia",1
12872,"BIKE EIXO TRAZ ROLAMENTO","1127355",14.22,0,"mercearia",1
12871,"BIKE EXPANDER PARAF GUIDON","1127348",7.22,0,"mercearia",1
6203,"BIKE GARFO COMUM","1061222",44.22,0,"mercearia",1
3952,"BIKE GRAXA MOTO 80G INCOLUB BISNAGA","7899887100728",5.22,0,"mercearia",1
3953,"BIKE GRAXA MUNDIAL 90G POTE USO GERAL PRIME","7898915994940",10.22,0,"mercearia",1
14315,"BIKE KIT REP PNEU 10PC START PRO R304","7908348204711",17,0,"mercearia",1
3977,"BIKE LANTERNA PISCA VERMELHO","1039191",6,0,"mercearia",1
4074,"BIKE LUVA BORR PTA WESTER","7898421570829",25,0,"mercearia",1
12285,"BIKE MOV CENTR COMPL 45MM C/COLAR UNIF NEK","7898911414077",9.22,0,"mercearia",1
12286,"BIKE PEDAL ROYAL NYLON PAR","7899519810384",12.22,0,"mercearia",1
12284,"BIKE PNEU KENDA 26 K171","4717294987981",42,0,"mercearia",1
7695,"BIKE PNEU LEVORIN 24 PREMIUM TOP","7895616202602",47,0,"mercearia",1
6560,"BIKE PNEU LEVORIN 26 EXCESS EX","1064742",38,0,"mercearia",1
6439,"BIKE PNEU LEVORIN ARO 20","1063554",40,0,"mercearia",1
2874,"BIKE PNEU LEVORIN ARO 24 PRAEIRO","7895616194730",48,0,"mercearia",1
5338,"BIKE PNEU LEVORIN ARO 26","7895616218986",48.22,0,"mercearia",1
12514,"BIKE PNEU PIRELLI ARO 20 CARGUEIRA DIANT","8019227201260",50.22,0,"mercearia",1
10108,"BIKE PNEU PIRELLI ARO 20 CARGUEIRA TRAZ","1099928",56.22,0,"mercearia",1
2875,"BIKE PNEU PIRELLI ARO 26 CARGUEIRA TRAZ","8019227190717",59.22,0,"mercearia",1
13375,"BIKE RAIO INOX JOGO CROMADO","1132311",22,0,"mercearia",1
14316,"BIKE REMEND CAMAR FRIO 8PC START PRO R303 KIT REP FRIO","7908348204698",7.22,0,"mercearia",1
6438,"BIKE RODADO ARO 20 C/BACIA RIMAX","1063547",50,0,"mercearia",1
5443,"BIKE RODADO ARO 26 C/BACIA RIMAX","1053715",90,0,"mercearia",1
5442,"BIKE RODADO ARO 26 C/ROLAM RIMAX","1053708",100,0,"mercearia",1
5444,"BIKE RODADO ARO 26 C/ROLAM RIMAX","7898675460457",100,0,"mercearia",1
3969,"BIKE ROLAMENTO 6000 MOTO PARTS GBR-GTOP","7898635120957",5.22,0,"mercearia",1
3956,"BIKE ROLAMENTO 6082 GBR-GTOP","131622",6.22,0,"mercearia",1
3955,"BIKE ROLAMENTO 6200 GBR-GTOP","128847",6.22,0,"mercearia",1
3970,"BIKE SAPATA FREIO PAR","201123",3,0,"mercearia",1
5961,"BIKE SELIN MONARKE SELA","1058826",30,0,"mercearia",1
11141,"BIKE SUPORT CADEIR CRIANCA","100800",20,0,"mercearia",1
7343,"BIKE TAMP BICO CAMAR DADO","128893",5,0,"mercearia",1
11286,"BIKE TAMP BICO CAMAR PRETO","1111606",2,0,"mercearia",1
12456,"BINGO GLOBO C/24 CART","7908470012987",38,0,"mercearia",1
8764,"BISC AGUIA 360G S PLUS INTEGRAL","7896105181767",6.5,0,"mercearia",1
1167,"BISC AGUIA 360G SALT PLUS ORIGINAL","7896105177050",5.88,0,"mercearia",1
11591,"BISC ALPINO 60G COCKIE NESTLE","7891000350119",3.22,0,"mercearia",1
17664,"BISC AMAR POLV ROSC/PETA","1174991",3.22,0,"mercearia",1
18932,"BISC ARCOR TORTUG 90G TORT MORANGO","7896058257717",3.5,0,"mercearia",1
18929,"BISC ARCOR TORTUGUITA 120G CHOC","7896058258653",3.75,0,"mercearia",1
18928,"BISC ARCOR TORTUGUITA 120G CHOC/BAUN","7896058258639",3.75,0,"mercearia",1
18930,"BISC ARCOR TORTUGUITA 120G MORANGO","7896058258660",3.75,0,"mercearia",1
6372,"BISC ARCOR TORTUGUITA 86G RECH CHOC","7896058257182",2,0,"mercearia",1
6371,"BISC ARCOR TORTUGUITA 86G RECH MORANGO","7896058257199",2,0,"mercearia",1
18931,"BISC ARCOR TORTUGUITA 90G TORT CHOC","7896058257724",3.5,0,"mercearia",1
18229,"BISC BAUDUCO 027G WAF TUBE CHOC","7891962072302",2.5,0,"mercearia",1
16198,"BISC BAUDUCO 070G BRIG","7891962071756",2.75,0,"mercearia",1
15439,"BISC BAUDUCO 080G CHOC MEIO AMARGO","7891962056678",3.9,0,"mercearia",1
20250,"BISC BAUDUCO 100G COOK CHOC","7891962054117",6,0,"mercearia",1
20249,"BISC BAUDUCO 100G COOK TRAD","7891962054100",6,0,"mercearia",1
18411,"BISC BAUDUCO 108G BAUNILHA","7891962065908",3,0,"mercearia",1
15801,"BISC BAUDUCO 108G CHOCOL","7891962065878",3,0,"mercearia",1
15800,"BISC BAUDUCO 108G DUPL CHOCOL","7891962065892",3,0,"mercearia",1
15987,"BISC BAUDUCO 108G MORANGO","7891962065885",3,0,"mercearia",1
4900,"BISC BAUDUCO 112G REC GOIABA","7891962050065",2.5,0,"mercearia",1
12527,"BISC BAUDUCO 140G REC BAUNILHA","7891962066073",3.22,0,"mercearia",1
173,"BISC BAUDUCO 140G RECH CHOC","7891962026138",2.25,0,"mercearia",1
7224,"BISC BAUDUCO 140G RECH CHOC NV","7891962008387",3.25,0,"mercearia",1
4915,"BISC BAUDUCO 140G RECH MORANGO","7891962008325",2.75,0,"mercearia",1
6897,"BISC BAUDUCO 141G CEREALE","7891962051079",3.89,0,"mercearia",1
11852,"BISC BAUDUCO 150G CHAMPANHE","7891962035451",14,0,"mercearia",1
18265,"BISC BAUDUCO 36G BISCUIT CHOC AO LEITE","7891962060361",3.7,0,"mercearia",1
12713,"BISC BAUDUCO 60G COOK CHOC","7891962054476",4,0,"mercearia",1
12852,"BISC BAUDUCO 60G COOK ORIGINAL","7891962054810",2.22,0,"mercearia",1
5620,"BISC BAUDUCO 65G DUPLO CHOC","7891962054537",1,0,"mercearia",1
4913,"BISC BAUDUCO 65G MORANGO","7891962054544",1,0,"mercearia",1
7326,"BISC BAUDUCO COOKIES 40G CHOC","7891962050713",1,0,"mercearia",1
8162,"BISC BAUDUCO WAF 140G CHOC","7891962036984",3.22,0,"mercearia",1
8160,"BISC BAUDUCO WAF 140G MORANGO","7891962037004",3.22,0,"mercearia",1
8161,"BISC BAUDUCO WAF 140G TRIP CHOC","7891962037028",3,0,"mercearia",1
11854,"BISC BAUDUCO WAF 78G BRIG","7891962054575",2.75,0,"mercearia",1
12168,"BISC BAUDUCO WAF 78G CHOC","7891962054551",2.75,0,"mercearia",1
13552,"BISC BAUDUCO WAF 78G CHOC","7891962071732",3,0,"mercearia",1
11415,"BISC BAUDUCO WAF 78G MORANGO","7891962054568",3.22,0,"mercearia",1
13553,"BISC BAUDUCO WAF 78G MORANGO","7891962071749",3,0,"mercearia",1
9237,"BISC BAUDUCO WEFER 30G CHOC","7891962037424",1.25,0,"mercearia",1
4901,"BISC BAUDUCO25G BARR CHOCOLATE","7891962007366",1,0,"mercearia",1
7601,"BISC BAUDUCO25G BARR MRANGO","7891962003894",1,0,"mercearia",1
10288,"BISC BELMA 100G CHOCOBLACK","7898594710831",2.5,0,"mercearia",1
14185,"BISC BIS 100G WAF BCO LACTA","7622210575999",8.5,0,"mercearia",1
5366,"BISC BIS 100G WAF BLACK LACTA","7622210833389",7.95,0,"mercearia",1
19003,"BISC BIS 100G WAF LIMAO LACTA","7622210535016",8.5,0,"mercearia",1
5416,"BISC BIS 100G WAF OREO LACTA","7622300989316",7.95,0,"mercearia",1
14160,"BISC BIS 100G WAF ORIG LACTA","7622210575975",9.06,0,"mercearia",1
14186,"BISC BIS 100GX5 WAF BCO LACTA","7622210576095",32.95,0,"mercearia",1
14184,"BISC BIS 100GX5 WAF ORIG LACTA","7622210576118",33,0,"mercearia",1
1224,"BISC BIS 126G WAF CHOC LACTA","7622300807399",6.5,0,"mercearia",1
1874,"BISC BIS 126G WAR CHOC LACTA BCO","7622300807283",7.5,0,"mercearia",1
8670,"BISC BIS 378G WAF CHOC LACTA","7622210884244",26.22,0,"mercearia",1
5831,"BISC BIS 45G WAF OREO LACTA","7622300988517",4,0,"mercearia",1
6630,"BISC BONO 100G REC MOR NESTLE","7891000305195",3.25,0,"mercearia",1
9132,"BISC BONO 100G REC MOR NESTLE","7891000316368",1.5,0,"mercearia",1
5006,"BISC BONO 100G RECH CHOC NESTLE","7891000316283",2.69,0,"mercearia",1
5364,"BISC BONO 100G WAF LIMAO NESTLE","7891000329207",4.25,0,"mercearia",1
11369,"BISC BONO 110G WAF CHOC NESTLE","7891000372586",4.89,0,"mercearia",1
11363,"BISC BONO 126G REC D LEITE NESTLE","7891000305270",3.25,0,"mercearia",1
1262,"BISC BONO 130G RECH CHOC NESTLE","7891000305232",2.99,0,"mercearia",1
12502,"BISC BONO 90G CHOCOLATE","7891000376843",3,0,"mercearia",1
12501,"BISC BONO 90G COCO","7891000377017",3.22,0,"mercearia",1
19415,"BISC BONO 90G DOCE LEITE","7891000376928",2.99,0,"mercearia",1
13295,"BISC BONO 90G LIMAO","7891000376881",3,0,"mercearia",1
